034002000000051000050400090000060000209504800000800000005103460000080010098000003,834972651972651384651438792487369125269514837513827946725193468346785219198246573
010008009000000000000100640530000000200900380048510200002000006006040500490600030,613458729824769153759132648537286914261974385948513267182395476376841592495627831
070000650000020070005000001042001897010004005000079002006400100000700000000905020,274193658831526974695847231342651897917284365568379412756432189129768543483915726
904060005068030400203500700350800640600009300009000500700000900000080000005000002,974168235568237491213594786351872649627459318849613527786321954492785163135946872
000070301000300500000005902000000026400069000050100000500003209040607000130020000,895276341624391587371845962913584726482769135756132498568413279249657813137928654
300012000000706029900800000800000000602130004007000038000007040000090007000300186,374912865518746329926853471839475612652138794147269538261587943483691257795324186
160050000070000020005000310000040006003007090000000000900000500006902004010003200,162358947378491625495726318289145736653287491741639852927814563536972184814563279
000000100000700000081000090000000060007500009056309020109000800000006003023010700,632895174945721638781643295394182567217564389856379421169437852478256913523918746
000008040004000100000305000090060080200001005683502000010004300005013600060000004,932178546854926137176345829591467283247831965683592471719684352425713698368259714
000000620400001805007640000001000940000090000008000250090050000074960180800000002,153789624469231875287645319731526948625894731948317256392158467574962183816473592
010000096700500000500080004140060000000200000008970120400190000000425000000006000,813742596764519382529683714142368957937251648658974123486197235371425869295836471
005000600003700050004300007000070508006020100000000030002000040000800015010060720,175249683923786451684315297239471568856923174741658932592137846467892315318564729
005000000007500240012090060500214080100089050200060009800601000006000900000000000,635142897987536241412897563579214386163789452248365179894621735726453918351978624
000060000450980020000004000000008001304020000092000000006205000200001034010000000,738562419451983726629714385567348291384129567192657843946235178275891634813476952
000840070000000000800002600400600012600310780010400300307000506208700000064030000,536841279972563148841972653483657912625319784719428365397184526258796431164235897
070000361004000507900000000005001600300800000760000003000000804590008006100500000,872954361614382597953617248485731629329846715761295483236179854597428136148563972
000005040030000157960000000500000000701040000006010009054006000009003001020000003,817235946432689157965471832583967214791342685246518379354126798679853421128794563
001000750700104080902580000005040000000009806600001009006008410000000600200000000,861392754753164982942587163395846271417259836628731549536928417189473625274615398
400000050007000801018045600004060000900000078200089005005000000060100000002000009,429618357657923841318745692584267913936451278271389465195834726763192584842576139
070400000542000003100002078420000000085900000000003000010007009300004802800500000,678439251542718693139652478423875916785961324961243785216387549357194862894526137
684000000501076000030800000020007503000042060003000000062730040800001000000650008,684523179591476382237819456426187593958342761713965824162738945845291637379654218
005000001000970002701004006000000008000005000060000400500080900012700060607509100,425638791836971542791254386154392678378465219269817453543186927912743865687529134
010009000000000029008700030037140205000030040900200700000000008040000050820010900,413629587765381429298754631637148295152937846984265713571492368349876152826513974
008060340000070009000000000009530001170008000050004008680700090091000605000040100,518269347364871529927453816849537261173628954256194738682715493491382675735946182
003006010010000052008570004500060700000018000000400023000800000000000035001040000,453286917716934852928571364594362781632718549187459623245893176869127435371645298
000000130000000000801007000000080300300719500069020000680090700720000010105200068,956842137472135689831967245217586394348719526569324871683491752724658913195273468
319002060000000020005000000008530000000100006900000005820000000001070003060805210,319452768674983521285617394148536972752149836936728145827361459591274683463895217
405100890030000006000040301000084029000000000000632000800006050500200400600450908,475163892138729546962845371316584729284971635759632184841396257597218463623457918
051200070000000000000009260000000400510097000070305600007503020000000300600120004,851264973269731548743859261398612457516497832472385619987543126124976385635128794
960020310008009000000300000009500860000000000000930000100600000300207605005000071,967825314438179526251364798729541863513786942846932157172658439394217685685493271
020000960800002050309060008010000000706000300008000200907030000080501007002000600,425817963861392754379465128214973586796258341538146279957634812683521497142789635
000980030008300400920006100260009000080700020700010090000034000000620000001000000,476981235518372469923456178265849713189763524734215896892134657357628941641597382
568007000000100400000300000052400060300060070410000000000070000000614003003020057,568947312237186495194352786752438961389261574416795238821573649975614823643829157
000060100431800000002000940023080000740000000809010702000200400070000006906007000,597462183431895267682371945123789654745623891869514732318256479274938516956147328
100008050000500094000049026052003640000280030090006500000100000020050000030000060,149628357267531894583749126752913648614285739398476512975162483826354971431897265
006154030810000000000023000004200000080090046900000000000040020030060500260901000,726154839813679452549823167674238915381597246952416783197345628438762591265981374
000000130000170600000000008001052300500691200090000000800000029000700000002009510,627948135938175642415236978781452396543691287296387451864513729159724863372869514
430080000050001930008500000000000061006040200280900300809000006040000005020000000,431289657752461938968537142394872561176345289285916374819753426643128795527694813
608001020030002000140389000010050000006000200004008050803900000905013600000000500,658741329739562841142389765317254986586197234294638157863975412925413678471826593
000007304017000080480023090100050200009801070705000000000098000000000000000502007,952687314317945682486123795138754269249861573765239148571398426823476951694512837
000000100061009008750300900000000000310006700009000600005003006000100002920850070,293648157461579238758312964687235419312496785549781623175923846834167592926854371
000100860103000002080920001300002000057000020000007090000090000671000000820001070,942153867163874952785926431396512748457689123218437695534798216671245389829361574
070800040008710005500020000000590010605000000040107000086001000120908500000260000,271835649468719235593624871837596412615342798942187356386451927124978563759263184
560000000001000600490500000008160500000930280000004000100000090320000864800000301,567318429281497635493526178938162547714935286652874913145683792329751864876249351
020000000307600000601000520090006000700380200000120900000050000205071309083000000,928435671357612498641798523892546137714389265536127984479253816265871349183964752
008100000000260000100790084080000609079000030000034002060000100030001000200600000,598143726743268915126795384382517649479826531651934872864352197935471268217689453
049300000830009001120005390000090580010608034690000020000000000000004060000000410,749381652835269741126745398374192586512678934698453127481536279257914863963827415
000003000008041000091078300904006002080104076000020000600000000000439700830007000,462953817378241695591678324954786132283194576716325489647812953125439768839567241
000080305009700080085000010000070008000000400104030970000010000200403700000020109,741286395329751684685349217932174568857962431164835972496517823218493756573628149
000009214000002003060000000203906740000000021006000000607000030000840900904030070,738569214195472863462318597213986745849753621576124389657291438321847956984635172
800013500500000007900040060700600100080000000401000750190004380000800006050000004,846713529512986437973542861739625148285471693461398752197264385324857916658139274
000400125000500000090020008002030070000004010000000000900308400740009200385002007,678493125213586749594721368162835974837964512459217836926378451741659283385142697
082000007015040002006000810000030000600100400040087023050600100000000030000300075,382961547915748362476253819528436791637192458149587623253679184794815236861324975
000000674000842000900000020002000750000501009050900060007006000004170800000000010,285319674761842935943765128392684751476521389158937462817296543524173896639458217
703000000004070000000009000000060700645000000000410005506003070008000014000807059,753284196984671523162539487819365742645792831327418965596143278278956314431827659
002900030008004010900307504080045000000790000000000040030000000001203050004000027,452981736378654912916327584689145273143792865527836149235478691791263458864519327
300007005050030046010000000230000000060040003000000008520100030000050062001800070,396487215857231946412695387235768491168549723974312658529176834783954162641823579
010400760003060500500200304280300000000005010000040000000000000040032000065718000,819453762423967581576281394281376945394825617657149238132594876748632159965718423
000240000000000047800050190005004000000891000000000000508700900300920015070000002,713249568956183247842657193695374821237891456481562379528716934364928715179435682
010270948000040002000008001000007000070052409090000700043090000900500230000400000,316275948785149362429638571534917826678352419192864753243796185967581234851423697
008000090000206004000030026000000050042380000000070308080005730000090000007008009,268457193935216874714839526873964251542381967196572348689145732421793685357628419
980002050000605090000930000800000013000000900100020780500000060070106208000008001,984712356327685194651934827892547613735861942146329785518273469479156238263498571
090400306000603001000050000009140000000000080010000029020930800064000000008002500,192487356857693241643251798289145673476329185315876429521934867764518932938762514
000097000310000800000006000000069003900000105060040000006400010000085000047000900,658197234319254876472836591781569423934728165265341789596472318123985647847613952
400090006910062034020000108004000002008000700160000000370000001092001000000280300,483195276917862534526374198734658912258419763169723485375946821892531647641287359
200910000108000000900308060800203050000500000000096007602080000500000090701625008,263914785158762943947358162819273654376541829425896317632489571584137296791625438
080100500007095600000003070002000900610030028000002700000080000270000000509000010,384176592127495683956823174742618935615739428893542761461387259278951346539264817
090630800000047003030915600100360090000000005000000400005090000370004000960000510,497632851516847923832915647154368792623479185789251436245196378371584269968723514
740100000910000000000000004300000000027000000006090170060701800000400203000830040,745183926912645387638972514394217658127568439586394172463721895871459263259836741
010500000008060300020130900000000070009810000100072000030000690000097800000605710,316529487958764321427138965283456179579813246164972538735281694641397852892645713
014090000360010000780200000007008004431000090028000003000730102000000000003089076,514896327362417985789253461957368214431572698628941753896735142175624839243189576
809300000501009000000020000100003540000000000392060000060005304003010059000900800,849357261521649783637821495186793542754182936392564178968275314273418659415936827
